cin,cout,title,deweyClass
"2010-01-14 19:32:00","2009-12-18 12:05:00","Artificial intelligence",006.3
"2010-01-26 13:14:00","2010-01-07 12:57:00","Artificial intelligence the very idea",006.3
"2010-02-11 11:05:00","2009-12-18 12:05:00","Artificial intelligence",006.3
"2010-03-29 15:04:00","2010-03-04 11:23:00","Artificial intelligence",006.3
"2010-04-29 10:44:00","2009-07-14 16:14:00","Artificial intelligence",006.3
"2010-04-29 15:22:00","2010-04-29 15:07:00","Artificial intelligence",006.3
"2010-05-29 17:11:00","2010-03-30 13:33:00","Artificial intelligence",006.3
"2010-06-27 23:00:00","2010-06-03 10:05:00","Artificial intelligence a modern approach",006.3
"2010-06-28 19:13:00","2010-06-07 13:46:00","Crash course in artificial intelligence and expert systems",006.3
"2010-07-09 10:24:00","2010-04-29 15:07:00","Artificial intelligence",006.3
"2010-07-15 12:31:00","2010-07-12 10:46:00","Artificial intelligence",006.3
"2010-07-17 16:06:00","2010-07-13 15:42:00","Artificial intelligence",006.3
"2010-08-05 17:47:00","2010-07-01 16:48:00","Artificial intelligence a modern approach",006.3
"2010-10-02 16:10:00","2010-09-15 16:24:00","Crash course in artificial intelligence and expert systems",006.3
"2011-01-13 12:54:00","2010-12-06 13:20:00","Artificial intelligence the very idea",006.3
"2011-01-16 13:45:00","2009-08-21 16:09:00","Mind tools the science of artificial intelligence",006.3
"2011-01-24 10:51:00","2010-06-03 10:05:00","Introduction to artificial intelligence",006.3
"2011-01-24 12:11:00","2010-09-15 16:24:00","Crash course in artificial intelligence and expert systems",006.3
"2011-01-29 15:03:00","2010-12-12 16:48:00","Artificial intelligence a modern approach",006.3
"2011-02-01 12:18:00","2011-01-20 17:12:00","Artificial intelligence the very idea",006.3
"2011-02-02 13:53:00","2011-01-15 14:51:00","introduction to artificial intelligence can computers think",001.535
"2011-02-16 15:16:00","2011-02-15 16:26:00","Artificial intelligence",006.3
"2011-03-07 09:29:00","2011-01-22 12:24:00","Mind tools the science of artificial intelligence",006.3
"2011-03-12 16:27:00","2011-01-30 17:36:00","Artificial intelligence a modern approach",006.3
"2011-03-13 15:41:00","2011-02-26 11:21:00","Artificial intelligence",006.3
"2011-03-14 12:05:00","2011-01-30 17:36:00","Artificial intelligence a modern approach",006.3
"2011-03-26 11:41:00","2011-01-30 17:36:00","Artificial intelligence a modern approach",006.3
