cin,cout,title,deweyClass
"2014-09-09 14:19:00","2014-07-13 13:09:00","Networked the new social operating system",006.754
"2014-11-17 19:15:00","2014-10-07 19:08:00","Networked the new social operating system",006.754
"2014-12-20 14:17:00","2014-12-06 15:51:00","Networked the new social operating system",006.754
"2014-12-26 12:49:00","2014-12-26 12:49:00","Networked the new social operating system",006.754
"2015-12-28 16:22:00","2015-12-03 14:23:00","Networked the new social operating system",006.754
"2016-02-02 17:39:00","2015-12-28 10:10:00","Starting FORTH an introduction to the FORTH language and operating system for beginners and professionals",001.6424
"2017-02-27 17:29:00","2017-01-21 15:44:00","Networked the new social operating system",006.754
"2017-05-23 14:24:00","2017-05-17 14:44:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-05-28 08:38:00","2017-05-27 15:25:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-06-20 11:46:00","2017-06-06 13:12:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-07-11 12:55:00","2017-05-16 13:10:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-07-31 17:01:00","2017-07-26 19:53:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-08-21 20:02:00","2017-07-17 19:53:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-10-17 15:34:00","2017-08-05 16:36:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-10-24 15:11:00","2017-10-24 14:47:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-10-26 17:33:00","2017-09-11 13:56:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-10-28 14:31:00","2017-09-23 15:42:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-11-27 15:04:00","2017-11-06 16:47:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
"2017-12-08 15:37:00","2017-11-10 13:43:00","Linux for makers understanding the operating system that runs Raspberry Pi and other maker SBCs",005.432
