title,Dewey,Counts,Average,Standard Dev,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Sephardic table the vibrant cooking of the Mediterranean Jews a personal collection of recipes from the Middle East North Africa and India,0.5676,33,2.583333333,4.252450274,10,11,7,3,0,0,0,0,0,0,0,0
Cuisine niÃ¢Â€Â¡oise sun kissed cooking from the French Riviera,0.5944,33,2.75,4.47467622,0,0,0,0,0,0,0,0,11,10,9,3
Charmaine Solomons encyclopedia of Asian food,0.30095,32,2.583333333,3.654594452,6,11,5,3,6,0,0,0,0,0,0,0
year in food and beer recipes and beer pairings for every season,0.5973,32,2.666666667,4.792671173,0,0,0,0,0,0,0,16,7,5,2,2
Eat what you love quick easy,0.555,32,2.666666667,7.796658181,0,0,0,0,0,0,0,0,0,0,27,5
art of the cookie baking up inspiration by the dozen,0.8654,32,2.666666667,4.942088873,0,0,0,0,0,0,0,0,0,8,13,11
Charlie Trotters seafood,0.692,32,2.666666667,2.994945237,6,4,6,8,4,0,0,4,0,0,0,0
Lucys bakes over 200 of the easiest baking recipes you will ever make,0.815,32,2.666666667,7.796658181,0,0,0,0,0,0,0,0,0,0,27,5
classic rice cookbook,0.6318,32,2.583333333,2.503028469,5,7,6,3,1,0,1,1,1,5,1,0
Enduring harvests native American foods and festivals for every season,0.59297,32,2.583333333,2.968266508,4,1,3,6,9,0,3,5,0,0,0,0
100 grilling recipes you cant live without a lifelong companion,0.76,32,2.666666667,4.599077641,0,0,0,0,0,0,0,14,9,5,4,0
Russian heritage cookbook,0.5947,32,2.583333333,2.020725942,4,2,1,7,5,2,4,1,2,2,1,0
Angel foods healthy recipes for heavenly bodies,0.5636,32,2.416666667,3.369875459,3,5,5,10,6,0,0,0,0,0,0,0
Got milked the great dairy deception and why youll thrive without milk,0.563,32,2.666666667,5.913518155,0,0,0,0,0,0,0,0,0,19,10,3
Impatient foodie 100 delicious recipes for a hectic time starved world,0.555,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Pillsbury best cookies cookbook favorite recipes from Americas most trusted kitchens,0.8654,32,2.583333333,2.020725942,4,4,6,2,4,4,1,4,2,0,0,0
Making cider,0.3411,32,2.666666667,3.312053286,7,5,5,5,9,1,0,0,0,0,0,0
meal observed,0.5944,32,2.5,3.1188576,9,8,4,3,3,1,0,1,0,1,0,0
Maine classics More than 150 delicious recipes from Down East,0.59741,32,2.583333333,4.851585183,0,0,0,0,0,17,5,4,1,2,2,0
Biscuit Head new Southern biscuits breakfasts and brunch,0.8157,32,2.666666667,6.733003292,0,0,0,0,0,0,0,0,0,0,10,22
Tofu soyfoods cookery,0.65655,32,2.5,2.645751311,1,5,7,6,3,4,4,0,0,0,0,0
Old Polish traditions in the kitchen and at the table,0.59438,32,2.583333333,3.315482505,5,7,1,6,9,3,0,0,0,0,0,0
Gamble House cookbook good design good food,0.5,32,2.416666667,7.128155867,0,0,0,25,1,1,0,1,1,0,0,0
Jia ting yun chan fu ying yang shi pu,0.563,32,2.583333333,3.553700589,11,5,7,2,4,2,0,0,0,0,0,0
Amalfi coast recipes,0.5945,32,2.666666667,5.331439058,0,0,0,0,0,0,0,0,18,7,4,3
Taste infographic book of food,0.30022,32,2.666666667,5.597618541,0,0,0,0,0,0,0,0,0,5,18,9
Del Posto cookbook,0.5945,32,2.666666667,6.45731908,0,0,0,0,0,0,0,0,0,0,12,20
Crab,0.695,32,2.583333333,1.311372171,3,2,3,1,5,2,3,3,3,2,4,0
best shots youve never tried 100 intoxicating oddities youll actually want to put down,0.874,32,2.666666667,4.63844279,0,0,0,0,0,0,8,15,0,4,4,1
Cooking with Greek yogurt healthy recipes for buffalo blue cheese chicken Greek yogurt pancakes mint julep frozen yogurt and more,0.67146,32,2.666666667,5.515817476,0,0,0,0,0,0,0,0,19,5,3,5
Cooking rice with an Italian accent,0.6316,32,2.5,4.776838057,17,1,4,3,3,1,1,0,0,0,0,0
New good food essential ingredients for cooking and eating well,0.3,32,2.166666667,7.505553499,0,0,26,0,0,0,0,0,0,0,0,0
MÃ‚Â¢n an nhe vÃ¢Â€Â¦ lÃ¢Â€Â¦m dep,0.5959,32,2.666666667,3.366501646,0,0,0,8,9,6,4,3,2,0,0,0
Fast and flavorful great diabetes meals from market to table,0.56314,32,2.666666667,5.1581063,0,0,0,0,0,2,18,6,3,2,1,0
Charcuteria the soul of Spain,0.5946,32,2.666666667,5.348463387,0,0,0,0,0,0,0,0,6,18,6,2
Dads awesome grilling book techniques tips stories more than 100 great recipes,0.76,32,2.333333333,3.393398225,0,0,0,12,3,5,2,1,2,1,0,2
Ky thuat nau 376 mÃ‚Â¢n an ngon thÃ¢Â€Âœng dung,0.5959,32,2.583333333,2.778434266,5,8,5,4,5,1,3,0,0,0,0,0
Readers digest cocina fantÃ‚Â stica en 30 minutos,0.555,32,2.666666667,2.708012802,4,9,5,5,0,3,2,1,2,1,0,0
Maida Heatters best dessert book ever,0.86,32,2.583333333,2.503028469,9,3,3,2,4,4,1,2,3,0,0,0
Craig Claibornes A feast made for laughter,0.50924,32,2.666666667,4.20677664,0,7,0,6,13,5,0,1,0,0,0,0
What do I eat now a step by step guide to eating right with Type 2 diabetes,0.56314,32,2.666666667,5.432784877,0,0,0,0,0,0,0,0,0,4,13,15
Traveling Jamaica with knife fork spoon a righteous guide to Jamaican cookery,0.59729,32,2.5,3.655630775,13,3,1,2,5,1,2,3,0,0,0,0
Eat street the manbque guide to making street food at home,0.76,32,2.666666667,7.101002917,0,0,0,0,0,0,0,0,0,0,24,8
Bu yong rou zuo chu lai de mei wei rou cai yong da dou huo za liang zhi zuo,0.5636,32,2.666666667,4.376244412,0,0,0,0,0,0,0,7,14,5,5,1
Share delicious and surprising recipes to pass around your table,0.5,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Go fish fresh ideas for American seafood,0.692,32,2.416666667,3.315482505,0,0,0,0,0,11,4,2,6,2,3,1
Delicious dump cakes 50 super simple desserts to make in 15 minutes or less,0.8652,32,2.666666667,8.060378215,0,0,0,0,0,0,0,0,0,0,28,4
Leisure Arts presents The spirit of Christmas,0.568,32,2.5,3.370999312,4,9,7,7,1,2,0,0,0,0,0,0
vegan gourmet full flavor variety with over 100 delicious recipes,0.5636,32,2.583333333,5.696224161,17,12,2,0,0,0,0,0,0,0,0,0
Scouts large group cookbook,0.57,32,2.666666667,3.60134655,0,0,0,0,0,0,11,7,6,3,2,3
fresh honey cookbook,0.68,32,2.666666667,4.097301403,0,0,0,0,0,0,0,5,10,9,8,0
Cafe Japan,0.5952,32,2.5,5.931426319,19,10,1,0,0,0,0,0,0,0,0,0
Putting it up with honey a natural foods canning and preserving cookbook,0.42,32,2.583333333,4.231018217,6,8,13,2,2,0,0,0,0,0,0,0
Simple fare Spring Summer a guide to everyday cooking and eating,0.564,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Mastering Homebrew the complete guide to brewing delicious beer,0.873,32,2.666666667,6.443225242,0,0,0,0,0,0,0,0,0,22,7,3
Obento ato no tsukurikata,0.5952,32,2.666666667,2.640018365,0,9,5,4,5,2,2,1,2,1,1,0
150 vegan favorites fresh easy and incredibly delicious recipes you can enjoy every day,0.5636,32,2.666666667,3.626501779,0,0,0,0,0,9,7,9,4,1,1,1
Mystery Writers of America cookbook,0.5,32,2.666666667,7.16472842,0,0,0,0,0,0,0,0,0,25,4,3
welcome table African American heritage cooking,0.59296,32,2.416666667,2.503028469,6,4,3,6,6,1,2,1,0,0,0,0
Savory sweet simple preserves from a Northern Kitchen,0.59776,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Minnesotas bounty the farmers market cookbook,0.59776,32,2.666666667,4.677476657,0,0,0,0,0,0,0,16,5,5,4,2
Myrtlewood cookbook Pacific Northwest home cooking,0.59795,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
cultured cocktail 150 classic drinks from the jazz age to the space age with delicious variations for the designated driver,0.874,32,2.666666667,4.097301403,10,8,5,9,0,0,0,0,0,0,0,0
LadurÃ¢Â€Âše sucrÃ¢Â€Âš the recipes,0.865,32,2.666666667,4.20677664,0,0,0,0,0,0,0,0,10,8,10,4
Village bakers wife the desserts and pastries that made Gayles famous,0.86,32,2.666666667,2.994945237,3,5,4,4,6,9,1,0,0,0,0,0
Lost Norwegian recipes from Scandinavia and beyond,0.5948,32,2.666666667,3.393398225,1,9,6,6,7,3,0,0,0,0,0,0
Whole foods for the whole family cookbook,0.563,32,2.583333333,5.946096249,12,18,1,0,0,0,0,0,0,0,0,0
Coffee a guide to buying brewing and enjoying,0.3373,32,2.666666667,4.599077641,0,0,0,0,0,0,0,0,9,14,4,5
North American wine routes a travel guide to wines vines from Napa to Nova Scotia,0.22097,32,2.583333333,5.107184482,0,0,0,0,18,5,3,2,1,2,0,0
Green juices for beginners a one stop guide to cleansing you body,0.875,32,2.666666667,6.286107819,0,0,0,0,0,0,0,0,0,0,18,14
Dont get caught with your pantry down how to find preparedness resources for the unexpected and expected,0.4025,32,2.666666667,2.933608802,7,5,6,4,7,0,1,2,0,0,0,0
ultimate Disney party book,0.568,32,2.666666667,5.416025603,0,0,0,0,0,0,0,0,0,4,14,14
In a French kitchen tales and traditions of everyday home cooking in France,0.5944,32,2.666666667,4.942088873,0,0,0,0,0,0,0,0,0,13,11,8
Real food real simple 80 delicious paleo friendly gluten free recipes in 5 steps or less,0.5638,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Savoring the Hamptons discovering the food and wine of Long Islands East End,0.59747,32,2.5,4.963503162,0,0,0,0,0,17,6,4,0,2,1,0
Beer what to drink next,0.23,32,2.666666667,5.015128628,0,0,0,0,0,0,0,0,16,3,9,4
Allergy cooking with ease,0.5631,32,2.583333333,4.077841081,11,9,6,5,0,0,0,0,0,0,0,0
Winter harvest cookbook how to select and prepare fresh seasonal produce all winter long,0.65,32,2.583333333,3.117642855,3,4,10,4,6,3,1,0,0,0,0,0
Essential Turkish cuisine,0.59561,32,2.666666667,6.45731908,0,0,0,0,0,0,0,0,0,0,20,12
Miss Kays Duck Commander kitchen faith family and food bringing our home to your table,0.59763,32,2.666666667,5.033222957,0,0,0,0,0,0,0,7,17,4,3,1
apple cookbook 125 freshly picked recipes,0.6411,32,2.666666667,6.035249989,0,0,0,0,0,0,0,0,0,19,11,2
Clueless in the kitchen,0.5123,32,2.666666667,3.025147129,0,0,0,0,0,2,8,8,4,5,2,3
Dian xin yu xiao shi Dimsum and snacks,0.86,32,2.666666667,3.472838329,0,0,0,0,0,5,11,6,4,4,2,0
diabetes double quick cookbook,0.56314,32,2.583333333,3.629633924,3,7,1,4,12,1,1,2,0,0,0,0
Cookoff recipe fever in America,0.5973,32,2.416666667,2.968266508,5,2,4,10,4,1,0,2,0,0,1,0
I hate tofu cookbook 35 recipes to change your mind,0.65655,32,2.666666667,6.154574549,0,0,0,0,0,0,0,0,0,21,6,5
Substituting ingredients an A to Z kitchen reference,0.5,32,2.416666667,3.579190699,2,3,10,4,9,0,1,0,0,0,0,0
Washington beer a heady history of Evergreen State brewing,0.23097,32,2.666666667,7.315405082,0,0,0,0,0,0,0,0,0,0,25,7
Gastrophysics the new science of eating,0.013,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Cookie classics made easy one bowl recipes perfect results,0.8654,32,2.666666667,6.242571343,0,0,0,0,0,0,0,0,0,0,17,15
Healthy Latin eating our favorite family recipes remixed,0.598,32,2.666666667,5.944184833,0,0,0,0,0,0,0,0,0,20,7,5
Desserts Mediterranean flavors California style,0.86,32,2.666666667,4.376244412,6,10,12,4,0,0,0,0,0,0,0,0
Sweet delights from a thousand and one nights the story of traditional Arab sweets,0.86091,32,2.666666667,7.190060479,0,0,0,0,0,0,0,0,25,5,2,0
boat cookbook real food for hungry sailors,0.5,32,2.666666667,5.741924501,0,0,0,0,0,0,0,0,4,20,4,4
Oranges,0,32,2.583333333,5.124953806,16,8,7,0,0,0,0,0,0,0,0,0
Basic baking everything you need to know to get you started plus 101 luscious desserts that you can make,0.86,32,2.666666667,3.055050463,9,1,6,7,3,3,1,1,0,0,1,0
peppers cracklings and knots of wool cookbook the global migration of African cuisine,0.5929,32,2.5,2.276360732,1,6,5,6,4,3,0,0,2,2,0,1
Espresso coffee the science of quality,0.3373,32,2.666666667,3.869069264,0,0,0,0,0,0,0,3,10,10,4,5
Peanut butter party including the history uses and future of peanut butter,0.65659,32,2.666666667,4.163331999,13,5,3,3,8,0,0,0,0,0,0,0
Dominiques tropical latitudes,0.59,32,2.5,2.779797246,0,5,4,8,5,5,2,1,0,0,0,0
Perfect plates in five ingredients,0.5,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
101 Asian dishes you need to cook before you die discover a new world of flavors in authentic recipes,0.595,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Soup suppers more than 100 main course soups and 40 accompaniments,0.813,32,2.416666667,3.579190699,4,3,7,11,4,0,0,0,0,0,0,0
Arrows cookbook cooking and gardening from Maines most beautiful farmhouse restaurant,0.5974,32,2.583333333,2.874917654,8,4,2,8,4,1,1,0,1,0,0,2
Skinny slow cooker,0.5884,32,2.666666667,7.547827301,0,0,0,0,0,0,0,0,0,0,6,26
How to cook with miso,0.65655,32,2.583333333,2.353269808,0,7,1,5,6,3,1,1,4,1,1,1
southern cooks handbook a step by step guide to old fashioned southern cooking,0.5975,32,2.5,3.705033431,7,2,8,10,3,0,0,0,0,0,0,0
Step by step kids birthday cakes,0.86539,32,2.666666667,4.539389894,0,0,0,0,0,0,0,0,10,12,8,2
Music in the kitchen favorite recipes from Austin city limits performers,0.5973,32,2.25,4.614699833,0,0,0,3,16,2,5,0,1,0,0,0
Jue dui ying yang Absolute nutrition food,0.5951,32,2.5,4.66125227,12,11,7,0,0,0,0,0,0,0,0,0
Nantucket restaurants cookbook menus and recipes from the faraway isle,0.5974,32,2.583333333,2.906367096,6,10,1,2,0,1,2,0,1,1,4,3
Wanda E Brunstetters Amish Friends Christmas Cookbook,0.5686,32,2.666666667,5.499311252,0,0,0,0,0,0,0,0,18,9,3,2
land of the five flavors a cultural history of Chinese cuisine,0.5951,32,2.666666667,4.960449637,0,0,0,0,0,0,0,4,17,5,5,1
encyclopedia of the wines and domaines of France,0.22094,32,2.666666667,1.556997888,1,3,4,5,2,5,1,3,2,3,0,3
Rice,0.3318,32,2.666666667,2.674231694,7,5,7,2,3,5,1,1,0,0,1,0
Well fed weeknights complete paleo meals in 45 minutes or less,0.563,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Destination cocktails the travelers guide to superior libations,0.874,32,2.666666667,4.519318801,0,0,0,0,0,0,12,12,4,2,1,1
mensch chef or why delicious Jewish food isnt an oxymoron,0.5676,32,2.666666667,3.700941731,7,9,0,9,4,3,0,0,0,0,0,0
Er tong ying yang shi pu,0.5622,32,2.666666667,2.10338832,3,3,2,7,6,3,2,1,2,0,3,0
130 new winemaking recipes make delicious wine at home using fruits grains and herbs,0.22,32,2.666666667,3.472838329,0,0,0,0,0,0,10,7,5,6,2,2
Yukimasa Rika no jibun teishoku,0.555,32,2.666666667,4.376244412,0,0,0,0,0,0,7,14,5,5,1,0
Joanne Flukes Lake Eden cookbook,0.86,32,2.666666667,5.382350506,0,0,0,0,0,2,19,3,1,2,0,5
Uiutnyi mir vypechki,0.815,32,2.666666667,3.797926069,0,0,0,13,7,2,3,2,2,2,0,1
Mocha,0.3374,32,2.333333333,4.81160214,0,0,17,4,3,1,2,1,0,0,0,0
kitchen book The cook book,0.5,32,2.583333333,1.729862492,3,5,1,5,1,2,1,3,2,5,3,0
Baking for two the small batch cookbook for sweet and savory treats,0.815,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Out of line a life of playing with fire,0.5092,32,2.666666667,9.237604307,0,0,0,0,0,0,0,0,0,0,0,32
Cook to bang the lay cooks guide to getting laid,0.563,32,2.583333333,4.03300775,0,0,0,0,13,7,4,4,3,0,0,0
Charlie Trotters cookbook,0.50977,32,2.666666667,1.825741858,3,3,4,5,4,1,2,5,4,1,0,0
Art of garnishing,0.81,31,2.416666667,2.609713789,4,6,6,6,0,1,4,2,0,0,0,0
Reverse wine snob how to buy and drink great wine without breaking the bank,0.22,31,2.583333333,5.664215156,0,0,0,0,0,0,0,0,0,18,10,3
perfect cake,0.8653,31,2.416666667,5.212891944,14,13,2,0,0,0,0,0,0,0,0,0
budget friendly fresh and local diabetes cookbook,0.56314,31,2.583333333,4.944387697,0,0,0,0,0,0,0,0,16,5,8,2
Cooking like a master chef 100 recipes to make the everyday extraordinary,0.5,31,2.583333333,6.345482765,0,0,0,0,0,0,0,0,0,9,21,1
Verduras y vegetales,0.65,31,2.5,2.50454133,0,0,0,0,6,5,5,5,5,2,2,0
Dian guo yuan lai zhe me qiang,0.586,31,2.583333333,4.561864319,0,0,0,0,0,0,0,0,4,14,9,4
Sam Choys Polynesian kitchen more than 150 authentic dishes from one of the worlds most delicious and overlooked cuisines,0.5996,31,2.416666667,3.679385654,8,7,5,9,0,0,0,0,0,0,0,0
Cocktails the new classics,0.874,31,2.583333333,4.851585183,0,0,0,0,0,0,0,0,0,7,13,11
Eat to live quick easy cookbook 131 delicious nutrient rich recipes for fast and sustained weight loss reversing disease and lifelong health,0.5637,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
Risotto risotto 80 recipes and all the know how you need to make Italys famous rice dish,0.6318,31,2.583333333,2.810963385,2,7,3,9,4,1,1,0,0,2,1,1
Cookie doughlicious 50 cookie dough recipes for candies cakes and more,0.86,31,2.583333333,5.333570071,0,0,0,0,0,0,0,0,16,11,4,0
Blossom cookbook classic favorites from the restaurant that pioneered a new vegan cuisine,0.5636,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
Baja California not food for old men una aventura culinaria en MÃ¢Â€Âšxico a Mexican culinary adventure,0.59722,31,2.583333333,5.91543948,0,0,0,0,0,0,0,0,0,10,19,2
Sparks in the kitchen,0.5,31,2.416666667,4.100073909,14,2,5,5,1,2,0,0,0,0,0,0
Charro CafÃ¢Â€Âš the tastes and traditions of Tucson,0.5972,31,2.583333333,2.539088359,6,3,7,5,5,2,1,1,1,0,0,0
Spain from the source authentic recipes from the people that know them best,0.5946,31,2.583333333,6.126816366,0,0,0,0,0,0,0,0,0,0,13,18
Dabbous the cookbook,0.59421,31,2.583333333,4.699290727,0,0,0,0,0,0,0,0,8,15,5,3
Champagne baby how one Parisian learned to love wine and life the American way,0.22,31,2.583333333,6.828527504,0,0,0,0,0,0,0,0,0,0,23,8
Rice and spice 100 vegetarian one dish dinners made with the Worlds most versatile grain,0.6318,31,2.5,3.554766327,6,2,4,6,11,1,0,0,0,0,0,0
culinary cyclist a cookbook and companion for the good life,0.575,31,2.583333333,5.333570071,0,0,0,0,0,0,0,0,0,16,11,4
Crockin Girls slow cookin companion yummy recipes from family friends and our crockin community,0.5884,31,2.583333333,5.696224161,0,0,0,0,0,0,0,0,0,2,17,12
Dining with the Washingtons historic recipes entertainment and hospitality from Mount Vernon,0.5973,31,2.583333333,4.122186828,0,0,0,0,0,3,14,6,3,4,1,0
Nuts 50 tasty recipes from crunchy to creamy and savory to sweet,0.645,31,2.583333333,5.142661733,0,0,0,0,0,0,0,0,0,11,15,5
Thuc don dÃƒÂ†i tiec cÃ‚Â c mÃ‚Â¢n nhau dac san,0.59597,31,2.166666667,4.323999271,0,14,7,4,1,0,0,0,0,0,0,0
virtuous tart sinful but saintly recipes for sweets treats and snacks,0.53,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
fire never dies one mans raucous romp down the road of food passion and adventure,0.3,31,2.416666667,2.778434266,7,4,6,3,0,6,3,0,0,0,0,0
Dishing great dish and dishes from Americas most beloved gossip columnist,0.013,31,2.583333333,5.035480176,17,7,2,4,0,0,0,1,0,0,0,0
In the world kitchen global cuisine,0.59,31,2.416666667,3.058767825,5,7,5,8,0,0,3,1,0,0,0,0
mushroom recipe cookbook a superb collection of 60 recipes using wild and cultivated mushrooms shown in 350 photographs,0.658,31,2.583333333,3.872005197,0,0,0,0,0,0,0,3,11,9,3,5
From a monastery kitchen,0.5636,31,2.583333333,2.968266508,3,2,8,3,9,1,0,2,1,2,0,0
Culinary biographies a dictionary of the worlds great historic chefs cookbook authors and collectors farmers gourmets home economists nutritionists restaurateurs philosophers physicians scientists writers and others who influenced the w,0.3003,31,2.416666667,2.391588796,0,4,4,7,5,4,3,1,0,1,0,0
Delicious and easy rice flour recipes,0.56,31,2.583333333,2.968266508,6,4,7,3,8,1,1,0,1,0,0,0
Oryori jozu to omowareru mochiyori ando sashiire reshipi,0.5952,31,2.583333333,4.252450274,0,0,0,0,0,0,0,0,3,11,10,7
untold history of Ramen how political crisis in Japan spawned a global food craze,0.82209,31,2.583333333,4.294993562,0,0,0,0,0,0,0,0,13,7,4,7
Weimar Institutes newstart lifestyle cookbook more than 260 heart healthy recipes featuring whole plant foods,0.5636,31,2.583333333,2.466441431,5,5,2,8,2,4,2,2,1,0,0,0
Gastro grilling fired up recipes to grill great everyday meals,0.5784,31,2.583333333,4.907477288,0,0,0,0,0,0,0,0,16,7,6,2
future of food,0.3,31,2.416666667,3.654594452,12,5,4,4,4,0,0,0,0,0,0,0
KCTS cooks quick and easy,0.555,31,2.5,4.358898944,10,6,12,2,0,0,0,0,0,0,0,0
Recipes from and for the garden how to use and enjoy your bountiful harvest,0.302,31,2.583333333,5.264949854,0,0,0,0,0,0,15,12,4,0,0,0
Butter celebrates delicious recipes for special occasions,0.8653,31,2.583333333,6.828527504,0,0,0,0,0,0,0,0,0,0,8,23
Jeans beans favorite recipes from around the world,0.6565,31,2.583333333,3.117642855,5,4,5,9,6,2,0,0,0,0,0,0
gefilte manifesto new recipes for Old World Jewish foods,0.5676,31,2.583333333,6.037132572,0,0,0,0,0,0,0,0,0,0,15,16
complete vegetable cookbook easy delicious recipes for more than 200 vegetable side dishes,0.65,31,2.583333333,4.122186828,1,8,4,13,4,1,0,0,0,0,0,0
Cocinando para Latinos con diabetes Diabetic cooking for Latinos,0.56314,31,2.416666667,2.353269808,6,6,3,4,5,1,2,0,2,0,0,0
real girls kitchen,0.5,31,2.583333333,4.358029858,0,0,0,0,0,0,0,0,10,11,8,2
125 best gluten free bread machine recipes,0.5638,31,2.583333333,4.501683187,0,0,0,0,0,0,0,11,12,6,1,1
Secrets of fat free Greek cooking,0.5638,31,2.583333333,3.654594452,5,6,10,8,0,0,1,1,0,0,0,0
Florence Lins Chinese vegetarian cookbook,0.5636,31,2.583333333,3.232177238,11,0,5,3,4,2,0,2,0,4,0,0
fibromyalgia nutrition guide,0.5631,31,2.5,4.011347541,7,12,7,3,1,0,0,0,0,0,0,0
food and cooking of eastern Europe,0.5947,31,2.583333333,1.729862492,1,3,6,4,2,3,0,3,2,3,4,0
Damon Lee Fowlers new Southern kitchen traditional flavors for contemporary cooks,0.5975,31,2.333333333,2.741377667,8,5,6,3,2,3,1,0,0,0,0,0
six oclock scramble meal planner a year of quick delicious meals to help you prevent and manage diabetes,0.56314,31,2.583333333,7.267090619,0,0,0,0,0,0,0,0,0,0,25,6
cup of comfort cookbook favorite comfort foods to warm your heart and lift your spirit,0.5,31,2.583333333,4.699290727,10,5,14,1,1,0,0,0,0,0,0,0
Madeleines elegant French tea cakes to bake and share,0.8659,31,2.583333333,4.621261798,0,0,0,0,0,0,0,0,8,13,9,1
Betty Crocker 300 calorie comfort foods,0.5635,31,2.583333333,4.907477288,0,0,0,0,0,0,0,0,16,6,7,2
barbecue bible,0.578,31,2.333333333,4.792671173,12,13,2,1,0,0,0,0,0,0,0,0
Cocktails for drinkers not even remotely artisanal three ingredient or less cocktails that get to the point,0.874,31,2.583333333,6.331139971,0,0,0,0,0,0,0,0,0,0,20,11
food wine of France eating and drinking from Champagne to Provence,0.5944,31,2.583333333,6.473137968,0,0,0,0,0,0,0,0,0,0,21,10
deliciously conscious cookbook over 100 vegetarian recipes with gluten free vegan and dairy free options,0.563,31,2.583333333,5.247654599,0,0,0,0,0,0,0,0,17,9,3,2
Power food pure recipes by Rens Kroes for a happy and healthy lifestyle,0.5637,31,2.583333333,8.050503466,0,0,0,0,0,0,0,0,0,0,3,28
Chepina en tu cocina las mejores recetas de mi programa de televisiÃ‚Â¢n,0.5972,31,2.416666667,3.579190699,10,5,7,6,1,0,0,0,0,0,0,0
drop 10 diet cookbook more than 100 tasty easy superfood recipes that effortlessly peel off pounds,0.563,31,2.583333333,4.71859635,0,0,0,0,0,0,0,15,7,7,1,1
Haute dogs recipes for delicious hot dogs buns and condiments,0.84,31,2.583333333,5.91543948,0,0,0,0,0,0,0,0,20,7,0,4
CÃ‚Â c mÃ‚Â¢n lau dÃ†Â’n dÃƒÂ† dac sac,0.813,31,2.583333333,3.423404295,0,0,0,0,0,7,9,7,5,0,1,2
Maggie Austin cake artistry and technique,0.86539,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
Everything tastes better with bacon 70 fabulous recipes for every meal of the day,0.664,31,2.583333333,3.117642855,3,1,6,9,7,3,1,1,0,0,0,0
Classic home desserts a treasury of heirloom and contemporary recipes from around the world,0.86,31,2.5,5.213618531,14,3,13,0,0,0,0,0,0,0,0,0
From the dining car the recipes and stories behind todays greatest rail dining experiences,0.575,31,2.416666667,3.629633924,9,9,7,1,0,1,0,1,1,0,0,0
Food investigate the history and science of what we eat 25 amazing projects,0.3,31,2.583333333,3.203927514,0,0,0,0,0,0,5,7,9,5,3,2
Chinatowns Asian cooking from around the world in 100 recipes,0.595,31,2.583333333,6.126816366,0,0,0,0,0,0,0,0,0,0,18,13
complete 10 day detox diet plan cookbook,0.563,31,2.583333333,6.067174471,0,0,0,0,0,0,0,0,0,0,14,17
Classic Italian Jewish cooking traditional recipes and menus,0.5676,31,2.5,2.540579748,9,2,6,2,3,1,2,2,1,1,0,1
Pescados y mariscos,0.692,31,2.583333333,3.146667309,0,0,3,4,9,8,4,0,1,1,1,0
Prep school how to improve your kitchen skills and cooking techniques,0.5,31,2.583333333,6.067174471,0,0,0,0,0,0,0,0,0,0,14,17
Italian bread English muffins crumpets,0.81,31,2.583333333,3.941811612,11,2,3,9,6,0,0,0,0,0,0,0
classic pasta cookbook,0.822,31,2.416666667,2.503028469,4,4,2,5,7,5,2,0,0,0,0,0
Fiesta Mexicali simple Mexican cuisine with an American twist,0.5979,31,2.416666667,2.64431924,3,4,8,4,5,4,0,1,0,0,0,0
Drinktionary a series,0.874,31,2.166666667,6.042776805,4,21,1,0,0,0,0,0,0,0,0,0
Cacao superfoods for life,0.6374,31,2.583333333,5.38446137,0,0,0,0,0,0,0,0,18,7,5,1
milk free kitchen living well without dairy products,0.563,31,2.416666667,1.676486224,0,4,4,6,2,3,1,2,1,3,2,1
Favorite fruitcakes recipes legends and lore from the worlds best cooks and eaters,0.8653,31,2.583333333,3.800916955,1,9,0,11,4,2,4,0,0,0,0,0
Pork more than 50 heavenly meals that celebrate the glory of pig delicious pig,0.664,31,2.583333333,4.962739957,0,0,0,0,0,0,0,0,13,13,3,2
Smokestack lightning adventures in the heart of barbecue country,0.5784,31,2.5,2.779797246,3,8,6,1,3,0,0,6,2,1,0,0
Chutneys and relishes,0.814,31,2.416666667,3.679385654,2,8,7,10,1,1,0,0,0,0,0,0
Comptoir libanais a feast of lebanese style home cooking,0.59569,31,2.583333333,4.907477288,0,0,0,0,0,0,0,0,4,16,8,3
Jim Fobels old fashioned baking book recipes from an American childhood,0.852,31,2.5,3.988620176,0,0,0,0,1,14,4,2,5,2,2,0
