title,Dewey,Counts,Average,Standard Dev,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Book of tarts form function and flavor at the City Bakery,0.8652,31,2.583333333,3.449857265,1,0,11,2,6,6,2,3,0,0,0,0
Knives at dawn Americas quest for culinary glory at the legendary Bocuse dOr competition,0.5,31,2.083333333,4.756972554,0,0,0,0,17,2,1,2,1,1,1,0
twelve seasons of cooking,0.564,31,2.5,2.779797246,5,6,5,7,4,3,0,0,0,0,0,0
Agricola cookbook seasonal American comfort food with style and grace,0.564,31,2.583333333,5.053501636,0,0,0,0,0,0,0,0,0,15,10,6
African American cookbook traditional and other favorite recipes,0.59296,31,2.583333333,5.160308894,0,0,0,0,0,0,0,0,0,6,16,9
Recipes for the specific carbohydrate diet the grain free lactose free sugar free solution to IBD celiac disease autism cystic fibrosis and other health conditions,0.56383,31,2.583333333,6.331139971,0,0,0,0,0,0,0,0,0,0,20,11
Orange is the new black presents the cookbook bites booze secrets and stories from inside the Big House,0.5,31,2.583333333,5.583389869,0,0,0,0,0,0,0,0,7,19,3,2
Great good desserts naturally secrets of sensational sin free sweets,0.86,31,2.583333333,2.1514618,6,4,5,4,1,1,1,3,5,1,0,0
Matt Tebbutts guilty pleasures your favourite sweet savoury indulgences in 130 easy recipes,0.5,31,2.583333333,5.664215156,0,0,0,0,0,0,0,0,19,8,2,2
Home plate cooking,0.5975,31,2.583333333,3.423404295,7,5,7,9,2,0,1,0,0,0,0,0
Parkers wine bargains the worlds best wine values under 25,0.22,31,2.25,3.570714214,0,0,0,0,12,6,2,3,2,0,2,0
Chop suey USA the story of Chinese food in America,0.5951,31,2.583333333,5.299371032,0,0,0,0,0,0,0,0,6,18,5,2
Tasting pleasure confessions of a wine lover,0.22092,31,2.583333333,2.108783938,2,8,5,3,2,2,2,2,3,1,1,0
Nuts recipes from around the world that feature natures perfect ingredient,0.645,31,2.416666667,2.353269808,8,5,4,4,2,1,1,1,1,1,1,0
Cooking the South American way,0.598,31,2.583333333,2.678477632,6,3,4,6,7,3,2,0,0,0,0,0
Kayak cookery a handbook of provisions and recipes,0.578,31,2.5,2.067057637,1,8,4,2,3,4,2,2,1,1,1,1
Eat your heart out the look good feel good silver lining cookbook,0.5,31,2.583333333,6.828527504,0,0,0,0,0,0,0,0,0,0,23,8
Memories of a Cuban kitchen,0.59729,31,2.416666667,4.660439568,8,7,14,0,0,0,0,0,0,0,0,0
Simple green suppers a fresh strategy for one dish vegetarian meals,0.5636,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
Lyndey Milans taste of Ireland,0.59415,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
Oktoberfest cookbook,0.59433,31,2.583333333,6.473137968,0,0,0,0,0,0,0,0,0,0,21,10
Best salty sweet snacks gooey chewy crunchy treats for every craving,0.53,31,2.583333333,6.037132572,0,0,0,0,0,0,0,0,0,0,16,15
cooks tour global adventures in extreme cuisines,0.013,31,2.583333333,3.776923552,0,0,0,0,0,0,0,9,9,1,7,5
Kale the everyday superfood 150 nutritious recipes to delight every kind of eater,0.65347,31,2.583333333,4.981024599,0,0,0,0,0,0,0,0,0,11,14,6
Yum yum bento all year round box lunches for every season,0.5952,31,2.583333333,8.948929172,0,0,0,0,0,0,0,0,0,0,0,31
Summer berries autumn fruits 120 sensational sweet savory recipes,0.64,30,2.5,7.229988055,0,0,0,0,0,0,0,0,0,0,25,5
flavors of the Florida Keys,0.59759,30,2.416666667,5.017393987,0,0,0,0,2,18,3,1,1,0,2,2
Living among meat eaters the vegetarians survival handbook,0.5636,30,2.5,4.776838057,13,11,6,0,0,0,0,0,0,0,0,0
Cavemen monks slow food a history of eating well,0.3,30,2.5,4.2958754,0,0,0,0,0,0,0,0,5,12,10,3
Homu bekari de tsukuru futoranai pan bata oiru nashi demo konna ni oishii,0.815,30,2.5,4.011347541,0,0,0,0,0,0,12,9,4,1,1,3
taste of ancient Rome,0.5937,30,2.166666667,1.466804401,3,1,3,0,5,1,2,1,3,4,2,1
Italian holiday cooking a collection of 150 treasured recipes,0.568,30,2.5,2.907670108,1,7,2,3,9,4,2,0,2,0,0,0
To burgundy and back again a tale of wine France and brotherhood,0.22094,30,2.333333333,4.007568597,0,0,0,0,0,14,3,4,4,2,1,0
romance with baking a millennium dedication to the American flour milling industry,0.815,30,2.333333333,2.570225789,3,3,3,9,3,4,1,0,2,0,0,0
best baby food 125 healthy delicious recipes for babies toddlers,0.56222,30,2.5,5.213618531,0,0,0,0,0,0,0,0,0,13,14,3
Denshi renji de wafu no okazu,0.5952,30,2.416666667,2.810963385,2,7,6,3,7,1,3,0,0,0,0,0
new Napa cuisine,0.57941,30,2.5,4.011347541,0,0,0,0,0,0,0,0,9,11,5,5
Meals for me one core ingredient two delicious meals,0.5611,30,2.5,6.08276253,0,0,0,0,0,0,0,0,0,0,19,11
Making the most of your deer,0.691,30,2.25,3.278719262,1,8,10,1,2,2,2,0,0,1,0,0
cucina di Lidia recipes and memories from Italys Adriatic coast,0.5945,30,2.5,6.762194372,0,0,0,0,0,0,0,23,7,0,0,0
Sourdough Jacks cookery authentic sourdough cookery from his country kitchen,0.6,30,2.416666667,2.353269808,7,5,4,0,2,4,0,2,4,1,0,0
American Cancer Society new healthy eating cookbook,0.5631,30,2.5,5.977229519,0,0,0,0,0,0,0,0,0,0,12,18
new food of life a book of ancient Persian and modern Iranian cooking and ceremonies,0.5955,30,2.5,7.154146922,3,2,25,0,0,0,0,0,0,0,0,0
Ka fei de gu shi,0.3373,30,2.333333333,3.084663923,10,5,3,1,1,3,5,0,0,0,0,0
French kitchen recipes from the master of French cooking,0.5944,30,2.5,8.050973967,0,0,0,0,0,0,0,0,0,0,28,2
Soffritto tradition and innovation in Tuscan cooking,0.5945,30,2.5,2.779797246,4,7,8,4,2,0,0,3,1,1,0,0
Caprials bistro style cuisine,0.5,30,2.416666667,3.260182185,12,2,3,3,3,3,1,0,0,0,1,1
Porter,0.23,30,2.416666667,3.423404295,2,5,8,1,10,2,1,0,0,0,0,0
Vegan on the go fast easy affordable anytime anywhere,0.5636,30,2.5,8.660254038,0,0,0,0,0,0,0,0,0,0,0,30
San Francisco Chronicle cookbook,0.59794,30,2.333333333,3.98481968,12,9,1,2,1,0,3,0,0,0,0,0
Nuga haedo cham mat innun Namurine papsang Namuri ui saengjon jollyak www namool com,0.59,30,2.5,2.540579748,0,7,5,6,4,1,4,1,1,1,0,0
Irritable bowel syndrome over 100 recipes for coping with this digestive disorder,0.563,30,2.416666667,2.843120352,5,6,7,6,2,0,3,0,0,0,0,0
Bliuda iz baklazhanov kabachkov patissonov,0.565,30,2.5,3.655630775,0,0,1,13,3,1,3,4,4,0,1,0
Green kitchen at home quick and healthy vegetarian food for every day,0.5636,30,2.5,8.660254038,0,0,0,0,0,0,0,0,0,0,0,30
Ainsley Harriotts meals in minutes,0.555,30,2.333333333,4.052683361,14,6,2,2,1,0,0,2,0,1,0,0
Italy from the source authentic recipes from the people that know them best,0.5945,30,2.5,4.66125227,0,0,0,0,0,0,0,0,0,11,12,7
Jia ting hong bei pao zhi wan quan gong lue,0.86,30,2.5,3.872983346,0,0,0,0,0,0,0,11,9,5,3,2
Nuevo Tex Mex festive new recipes from just north of the border,0.59268,30,2.5,3.030151511,6,7,7,2,6,1,1,0,0,0,0,0
Hard to crack nut trees,0.345,30,2.333333333,2.188122206,5,6,2,5,4,1,0,3,0,1,1,0
Bobby Flays boy meets grill with more than 125 bold new recipes,0.5784,30,2.5,3.896385271,13,6,4,2,4,1,0,0,0,0,0,0
new California wine a guide to the producers and wines behind a revolution in taste,0.22,30,2.5,4.461960433,0,0,0,0,0,0,0,5,14,8,0,3
Regional foods of Southern Italy,0.59457,30,2.5,3.233348953,9,9,2,3,1,1,0,0,0,3,0,2
vegetarian traveler a guide to eating green in over 200 countries,0.5636,30,2.25,3.137022329,3,9,8,3,2,1,0,1,0,0,0,0
healthy bones nutrition plan and cookbook how to prepare and combine whole foods to prevent and treat osteoporosis naturally,0.563,30,2.5,6.08276253,0,0,0,0,0,0,0,0,0,0,11,19
Man xing bing chi shi me jin shi me su cha quan shu,0.5631,30,2.5,4.358898944,0,0,0,0,0,0,0,0,10,12,6,2
Salsas that cook using classic salsas to enliven our favorite dishes,0.814,30,2.416666667,5.567083998,17,11,1,0,0,0,0,0,0,0,0,0
Cam nang nau an 150 mÃ‚Â¢n nuong quay,0.76,30,2.5,3,0,0,0,6,8,5,3,6,2,0,0,0
Eat right 4 your type personalized cookbook Type O 150 healthy recipes for your blood type diet,0.5631,30,2.5,5.977229519,0,0,0,0,0,0,0,0,0,0,12,18
joy of cooking Christmas cookies,0.8654,30,2.25,3.137022329,3,4,8,8,4,0,0,0,0,0,0,0
single malt whiskey companion a connoisseurs guide,0.25209,30,2.5,1.930614598,4,5,4,6,3,1,0,3,1,1,1,1
Eating as I go scenes from America and abroad,0.3,30,2.333333333,3.773913651,12,6,5,4,0,0,1,0,0,0,0,0
Focaccia simple breads from the Italian oven,0.815,30,2.5,3.554766327,1,3,3,7,11,5,0,0,0,0,0,0
food of Japan authentic recipes from the land of the rising sun,0.5952,30,2.5,3.147870853,4,8,9,1,3,3,2,0,0,0,0,0
New York Times book of wine more than 30 years of vintage writing,0.22,30,2.5,4.358898944,0,0,0,0,0,0,12,11,3,3,1,0
8 week blood sugar diet cookbook,0.56383,30,2.5,8.660254038,0,0,0,0,0,0,0,0,0,0,0,30
dog who ate the truffle a memoir of stories and recipes from Umbria,0.5945,30,2.25,3.048844789,0,0,0,0,2,8,8,5,2,0,1,1
Hi dry natures way of food preservation step by step photographs of dehydrator construction and operation,0.44,30,2.416666667,2.906367096,4,4,8,3,3,7,0,0,0,0,0,0
How to eat like a Republican or Hold the Mayo Muffy Im feeling Miracle whipped tonight,0.50207,30,2.5,2.50454133,7,5,4,5,4,2,3,0,0,0,0,0
Italian American cookbook a feast of food from a great American cooking tradition,0.5945,30,2.333333333,3.446561747,9,9,5,2,2,1,0,0,0,0,0,0
Belarusian cookbook,0.59478,30,2.333333333,2.87096225,0,0,0,9,6,4,3,3,2,0,1,0
How to cook a moose a culinary memoir,0.5974,30,2.5,5.248376372,0,0,0,0,0,0,0,0,0,12,15,3
Modern Family cookbook,0.5973,30,2.5,5.616534033,0,0,0,0,0,0,0,0,0,6,19,5
Farm journals Freezing canning cookbook prized recipes from the farms of America,0.42,30,2.416666667,4.699290727,4,0,10,14,1,0,0,0,0,0,0,0
Kitchen matters more than 100 recipes and tips to transform the way you cook and eat wholesome nourishing unforgettable,0.302,30,2.5,8.660254038,0,0,0,0,0,0,0,0,0,0,0,30
Guittard Chocolate cookbook decadent recipes from San Franciscos premium bean to bar chocolate company,0.6374,30,2.5,5.036232358,0,0,0,0,0,0,0,0,0,13,13,4
Aunt Freddies pantry southern style preserves jellies chutneys conserves pickles relishes sauces and what goes with them,0.81,30,2.416666667,2.539088359,8,2,5,6,2,0,2,0,1,1,1,1
Soft foods for easier eating cookbook easy to follow recipes for people who have chewing and swallowing problems,0.563,30,2.25,2.490892502,0,0,0,0,0,8,2,4,2,4,4,3
Sweet and tart 70 irresistible recipes for citrus,0.86,30,2.5,6.112580172,0,0,0,0,0,0,0,0,0,6,21,3
Coconut water and coconut oil,0.6461,30,2.5,4.926735965,0,0,0,0,0,0,0,0,0,9,15,6
Tom Fitzmorriss New Orleans food more than 250 of the citys best recipes to cook at home,0.59763,30,2.5,4.145095678,0,0,0,0,0,1,13,6,7,3,0,0
Jill Prescotts ecole de cuisine professional cooking for the home chef,0.5944,30,2.416666667,4.399552319,10,13,3,2,0,1,0,0,0,0,0,0
Diabetes meals on 7 a day or less,0.56314,30,2.25,4.413306326,9,13,5,0,0,0,0,0,0,0,0,0
insect cookbook food for a sustainable planet,0.696,30,2.5,4.66125227,0,0,0,0,0,0,0,0,15,7,2,6
Smokehouse ham spoon bread scuppernong wine the folklore and art of Southern Appalachian cooking,0.5974,30,2.25,2.927145678,5,6,2,9,2,2,1,0,0,0,0,0
Healthy treats and super snacks for kids,0.53,30,2.5,3.343922574,6,7,9,4,0,4,0,0,0,0,0,0
gourmets guide to cooking with wine how to use wine to take simple recipes from ordinary to extraordinary,0.622,30,2.083333333,3.800916955,0,0,10,10,3,1,0,0,1,0,0,0
total grilling manual 264 essentials for cooking with fire,0.76,30,2.5,6.762194372,0,0,0,0,0,0,0,0,0,0,23,7
Southerners cookbook recipes wisdom and stories,0.5975,30,2.5,5.977229519,0,0,0,0,0,0,0,0,0,2,20,8
See Dad cook the only book a guy needs to feed family and friends and himself,0.5973,30,2.5,3.205109557,6,9,6,5,3,1,0,0,0,0,0,0
Naked wine letting grapes do what comes naturally,0.22,30,2.5,4.056420276,0,0,0,0,0,11,11,2,2,2,1,1
Bartending for dummies,0.874,30,2.333333333,4.313474308,14,7,3,4,0,0,0,0,0,0,0,0
Delight gluten free cookbook,0.3,30,2.5,4.814750064,0,0,0,0,0,0,0,0,7,16,4,3
Finding the flavors we lost from bread to bourbon how artisans reclaimed American food,0.013,30,2.5,5.900693334,0,0,0,0,0,0,0,0,0,0,17,13
foragers feast how to identify gather and prepare wild edibles,0.302,30,2.5,6.762194372,0,0,0,0,0,0,0,0,0,0,23,7
Happy foods over 100 mood boosting recipes,0.302,30,2.5,6.762194372,0,0,0,0,0,0,0,0,0,0,23,7
Recipes from a chef vol 1 Louisiana cookin,0.59763,30,2.5,5.807518638,20,1,6,3,0,0,0,0,0,0,0,0
Infuse herbal teas to cleanse nourish and heal,0.6372,30,2.5,5.854291355,0,0,0,0,0,0,0,0,0,0,14,16
Year of the cow how 420 pounds of beef built a better life for one American family,0.662,30,2.5,7.440674456,0,0,0,0,0,0,0,0,0,26,2,2
Zoodles spiralizer cookbook a vegetable noodle and pasta cookbook,0.65,30,2.5,8.660254038,0,0,0,0,0,0,0,0,0,0,0,30
My first crush misadventures in wine country,0.22209,30,2.5,4.011347541,14,3,5,4,1,0,1,2,0,0,0,0
founders of American cuisine seven cookbook authors with historical recipes,0.5973,30,2.25,4.535215741,0,0,0,0,0,16,3,4,1,1,0,2
Yunnan cookbook,0.5951,30,2.5,5.992419454,0,0,0,0,0,0,0,0,2,21,3,4
Skirt steak women chefs on standing the heat and staying in the kitchen,0.5082,30,2.5,4.100997661,0,0,0,0,0,0,3,14,5,5,1,2
ultimate cheesecake cookbook,0.8653,30,2.25,2.927145678,7,7,4,2,6,1,0,0,0,0,0,0
Gluten free for good simple wholesome recipes made from scratch,0.56393,30,2.5,5.854291355,0,0,0,0,0,0,0,0,0,0,14,16
Layer cakes and sheet cakes,0.8653,30,2.5,3.176619129,4,8,8,4,5,1,0,0,0,0,0,0
Cooking USA 50 favorite recipes from across America,0.5973,30,2.416666667,2.712205856,8,6,1,6,2,2,2,1,1,0,0,0
Muffins A to Z,0.815,30,2.416666667,3.987670392,6,10,10,3,0,0,0,0,0,0,0,0
Movie menus recipes for perfect meals with your favorite films,0.5,30,2.5,2.779797246,6,5,6,6,5,0,1,0,1,0,0,0
CCCP cook book true stories of Soviet cuisine,0.5947,30,2.416666667,5.822500764,0,0,0,0,0,0,0,0,0,1,19,9
Sweet serendipity delicious desserts devilish dish,0.86,30,2.416666667,3.369875459,2,11,6,4,4,1,1,0,0,0,0,0
Julia Child company,0.5,29,2.25,2.927145678,9,0,1,7,2,1,4,1,0,0,1,1
eat like a man guide to feeding a crowd how to cook for family friends and spontaneous parties,0.57,29,2.416666667,5.900051361,0,0,0,0,0,0,0,0,0,20,7,2
Simply bruschetta garlic toast the Italian way,0.812,29,2.333333333,3.171845844,10,5,5,3,4,1,0,0,0,0,0,0
Acadiana table Cajun and Creole home cooking from the heart of Louisiana,0.59763,29,2.416666667,6.111960455,0,0,0,0,0,0,0,0,0,0,9,20
Bug a licious,0.696,29,2.416666667,3.423404295,0,0,0,0,0,0,0,10,4,7,5,3
Soho Charcuterie cookbook fabulous food for entertaining,0.5,29,2.333333333,2.269694947,4,1,4,5,7,3,2,0,1,1,0,0
gluten free revolution absolutely everything you need to know about losing the wheat reclaiming your health and eating happily ever after,0.5638,29,2.416666667,5.071459057,0,0,0,0,0,0,0,0,0,16,9,4
Hajimete no ryori Gohan to men cooking for two,0.5095,29,2.416666667,1.676486224,6,4,1,3,4,3,2,2,2,1,1,0
Canning preserving,0.42,29,2.416666667,4.561864319,9,13,7,0,0,0,0,0,0,0,0,0
Leon happy salads,0.83,29,2.416666667,5.743903224,0,0,0,0,0,0,0,0,0,0,12,17
Comfort me with apples more adventures at the table,0.5092,29,2.416666667,5.648142628,0,0,0,0,0,0,0,0,0,0,14,15
Candy bar cookbook baking with Americas favorite candy,0.86,29,2.416666667,3.579190699,7,7,7,8,0,0,0,0,0,0,0,0
Cooking adventures for kids,0,29,2.25,3.910940366,12,4,2,8,0,1,0,0,0,0,0,0
Secrets of lactose free cooking over 150 delicious dairy free and lactose reduced recipes from breakfast to dinner,0.563,29,2.333333333,4.052683361,1,8,10,9,0,0,0,0,0,0,0,0
art of the burger more than 50 recipes to elevate Americas favorite meal to perfection,0.66,29,2.416666667,5.38446137,0,0,0,0,0,0,0,0,0,18,7,4
Feed your family fast healthy meals on 10 a day,0.552,29,2.25,4.136863107,7,10,10,0,0,0,0,0,0,0,0,0
Sugar spice sweets and treats from around the world,0.853,29,2.416666667,5.976595768,0,0,0,0,0,0,0,21,2,1,4,1
Butter sugar flour eggs whimsical irresistible desserts,0.815,29,2.333333333,2.46182982,4,2,5,8,1,4,2,1,1,0,0,0
book of claypot cooking,0.589,29,2.416666667,4.03300775,4,12,8,5,0,0,0,0,0,0,0,0
Ultimate skillet cookbook,0.77,29,2.416666667,5.648142628,0,0,0,0,0,0,0,0,0,0,15,14
simply grande gardening cookbook,0.65,29,2.416666667,3.28794861,8,3,9,5,3,1,0,0,0,0,0,0
lentil cookbook make the most of the powerhouse pulse with over 70 healthy and delicious recipes,0.65658,29,2.416666667,8.371578903,0,0,0,0,0,0,0,0,0,0,0,29
Skillet suppers 65 delicious recipes,0.77,29,2.416666667,8.371578903,0,0,0,0,0,0,0,0,0,0,0,29
Granita magic,0.863,29,2.25,3.671140521,4,3,13,3,1,1,2,0,0,0,0,0
Cooking with tinned fish,0.692,29,2.416666667,5.680242206,0,0,0,0,0,0,0,0,0,0,16,13
Grilling where theres smoke theres flavor,0.5784,29,2.416666667,3.203927514,10,2,5,0,6,0,1,1,0,4,0,0
75 years of all time favorites main dishes side dishes breads desserts,0.5,29,2.416666667,2.64431924,8,6,4,4,1,3,1,2,0,0,0,0
Jewish cooking in America,0.5676,29,2.25,4.202272113,13,6,1,7,0,0,0,0,0,0,0,0
Lee Baileys Country weekends recipes for good food and easy living,0.5,29,2.416666667,2.314316445,3,8,4,3,0,0,1,3,2,0,4,1
Great good food luscious lower fat cooking,0.5638,29,2.416666667,2.020725942,0,1,6,6,3,4,2,2,0,2,1,2
Rice craft,0.5952,29,2.416666667,5.838093296,0,0,0,0,0,0,0,0,0,0,18,11
compleat meadmaker home production of honey wine from your first batch to award winning fruit and herb variations,0.872,29,2.416666667,3.941811612,0,0,0,0,0,0,0,0,12,6,5,6
way to fry,0,29,2.416666667,4.461111426,0,0,0,0,0,0,0,13,10,4,0,2
Aquafaba sweet and savory vegan recipes made egg free with the magic of bean water,0.5636,29,2.416666667,6.947312539,0,0,0,0,0,0,0,0,0,0,5,24
Instant gratification no hassle desserts in just about no time,0.86,29,2.333333333,3.025147129,3,8,8,4,3,2,0,0,0,0,0,0
HeartHealthy cooking delicious everyday recipes,0.56311,29,2.416666667,4.273774855,14,8,0,2,1,2,1,0,1,0,0,0
Oxford companion to food,0.303,29,2.416666667,3.260182185,8,2,2,10,3,1,0,1,2,0,0,0
Wine across America a photographic road trip,0.22097,29,1.833333333,4.086192567,0,0,14,1,5,1,0,1,0,0,0,0
In pursuit of garlic an intimate look at the divinely odorous bulb,0.6526,29,2.416666667,4.420167281,0,0,0,0,0,0,15,5,5,3,0,1
Turtle truffle bark simple and indulgent chocolates to make at home,0.853,29,2.416666667,4.962739957,0,0,0,0,0,0,0,0,0,16,7,6
Tuscan year,0.09455,29,2.333333333,3.025147129,3,11,3,1,2,1,4,1,2,0,0,0
captains table life and dining on the great ocean liners,0.59,29,2.416666667,5.946096249,0,0,0,0,0,0,21,2,3,1,2,0
Foraging wild edible plants of North America more than 150 delicious recipes using natures edibles,0.302,29,2.416666667,5.838093296,0,0,0,0,0,0,0,0,0,0,18,11
Simply Tuscan recipes for a well lived life,0.59455,29,2.333333333,4.141438778,2,14,5,2,5,0,0,0,0,0,0,0
Israel eats,0.59569,29,2.416666667,5.680242206,0,0,0,0,0,0,0,0,0,0,16,13
Baking with the Brass sisters over 125 recipes for classic cakes pies cookies breads desserts and savories from Americas favorite home bakers,0.815,29,2.416666667,5.418123347,0,0,0,0,0,0,0,0,0,17,10,2
Planet taco a global history of Mexican food,0.5972,29,2.416666667,3.654594452,0,0,0,0,0,0,6,12,4,4,2,1
Icebox pies 100 scrumptious recipes for no bake no fail pies,0.8652,29,2.333333333,2.348435972,6,3,7,3,2,0,3,3,1,0,0,0
Balsamico a balsamic vinegar cookbook,0.62,29,2.25,4.070403152,0,6,13,1,6,1,0,0,0,0,0,0
Heaven earth tequila un viaje al corazÃ‚Â¢n de MÃ¢Â€Âšxico,0.25,29,2.083333333,3.728473569,6,12,4,3,0,0,0,0,0,0,0,0
Northwest wines a pocket guide to the wines of Washington Oregon and Idaho,0.22097,29,2.416666667,2.906367096,6,7,6,5,4,1,0,0,0,0,0,0
Taming the feast Ben Fords field guide to adventurous cooking,0.56,29,2.416666667,5.418123347,0,0,0,0,0,0,0,0,18,8,1,2
Simple easy fast slow cooker,0.58,29,2.416666667,6.947312539,0,0,0,0,0,0,0,0,0,0,24,5
Best dollar saving dinners cheap and easy meals that taste great,0.512,29,2.416666667,6.111960455,0,0,0,0,0,0,0,0,0,0,20,9
Culinaria The United States a culinary discovery,0.5973,29,2.416666667,3.203927514,6,7,8,3,5,0,0,0,0,0,0,0
Pacific northwest the beautiful cookbook authentic recipes from the Pacific northwest,0.59795,29,2.333333333,4.313474308,11,10,7,0,0,0,0,0,0,0,0,0
Best of Gourmet,0.5,29,2.333333333,2.674231694,6,6,3,7,3,1,2,0,0,0,0,0
Cookery and dining in imperial Rome a bibliography critical review and translation of the ancient book known as Apicius de re coquinaria now for the first time rendered into English,0.5937,29,2.333333333,1.825741858,0,7,2,3,2,4,2,1,3,1,2,1
Knives ink chefs and the stories behind their tattoos with recipes,0.50922,29,2.416666667,5.961365514,0,0,0,0,0,0,0,0,0,0,10,19
Dim sum cookbook,0.5951,29,2.25,3.018879985,5,4,6,0,9,1,1,1,0,0,0,0
